FID_1（网格编号）,FID_1_1,FID_1_1_1,Id,Are,Count_,Count_1,Count_2,,是否商业,工作2/住宅3,其他0,,FINAL 1商业 2工作 3住宅 0其他,,OBJECTID,FID_,COUNT,AREA,MEAN（人口密度）,
5629,5629,5629,0,1000000,0,0,0,,0,3,0,,0,,5252,5629,1,754787.5404,6496.670898,0.000236855
5630,5630,5630,0,1000000,0,0,0,,0,3,0,,0,,5253,5630,1,754787.5404,6496.67041,0.000236855
5631,5631,5631,0,1000000,0,0,0,,0,3,0,,0,,5254,5631,1,754787.5404,6421.957031,0.000234131
5632,5632,5632,0,1000000,0,0,0,,0,3,0,,0,,5255,5632,1,754787.5404,1654.480103,6.03188E-05
5633,5633,5633,0,1000000,0,0,0,,0,3,0,,0,,5256,5633,1,754787.5404,1326.223755,4.83513E-05
5634,5634,5634,0,1000000,0,0,0,,0,3,0,,0,,5257,5634,2,1509575.081,1326.223816,4.83513E-05
5635,5635,5635,0,1000000,0,0,0,,0,3,0,,0,,5258,5635,1,754787.5404,1326.223755,4.83513E-05
5636,5636,5636,0,1000000,0,0,0,,0,3,0,,0,,5259,5636,1,754787.5404,1326.223755,4.83513E-05
5637,5637,5637,0,1000000,0,0,0,,0,3,0,,0,,5260,5637,1,754787.5404,1761.333984,6.42145E-05
5638,5638,5638,0,1000000,0,0,1,,0,2,2,,2,,5261,5638,1,754787.5404,2662.416016,9.7066E-05
5639,5639,5639,0,1000000,2,0,0,,0,3,3,,3,,5262,5639,1,754787.5404,6931.216797,0.000252697
5640,5640,5640,0,1000000,0,0,1,,0,2,2,,2,,5263,5640,1,754787.5404,6715.915527,0.000244848
5641,5641,5641,0,1000000,1,1,1,,1,1,1,,1,,5264,5641,2,1509575.081,3139.655029,0.000114465
5642,5642,5642,0,1000000,1,0,3,,0,2,2,,2,,5265,5642,1,754787.5404,1753.135132,6.39156E-05
5643,5643,5643,0,1000000,0,0,2,,0,2,2,,2,,5266,5643,1,754787.5404,2183.468262,7.96046E-05
5644,5644,5644,0,1000000,0,0,0,,0,3,0,,0,,5267,5644,1,754787.5404,2011.858154,7.33481E-05
5645,5645,5645,0,1000000,0,0,0,,0,3,0,,0,,5268,5645,1,754787.5404,1856.554077,6.7686E-05
5646,5646,5646,0,1000000,0,0,0,,0,3,0,,0,,5269,5646,1,754787.5404,2162.288818,7.88324E-05
5647,5647,5647,0,1000000,1,0,0,,0,3,3,,3,,5270,5647,2,1509575.081,3684.947021,0.000134345
5648,5648,5648,0,1000000,5,1,3,,1,1,1,,1,,5271,5648,1,754787.5404,3821.158203,0.000139311
5649,5649,5649,0,1000000,5,0,1,,0,3,3,,3,,5272,5649,1,754787.5404,3821.158447,0.000139311
5650,5650,5650,0,1000000,0,0,0,,0,3,0,,0,,5273,5650,1,754787.5404,3821.158447,0.000139311
5651,5651,5651,0,1000000,0,0,0,,0,3,0,,0,,5274,5651,1,754787.5404,3821.158447,0.000139311
5652,5652,5652,0,1000000,0,0,0,,0,3,0,,0,,5275,5652,1,754787.5404,3821.158447,0.000139311
5653,5653,5653,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5654,5654,5654,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5655,5655,5655,0,1000000,0,0,0,,0,3,0,,0,,5276,5655,1,754787.5404,1042.196045,3.79962E-05
5656,5656,5656,0,1000000,0,0,0,,0,3,0,,0,,5277,5656,1,754787.5404,1042.196045,3.79962E-05
5657,5657,5657,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5658,5658,5658,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5659,5659,5659,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5660,5660,5660,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5661,5661,5661,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5662,5662,5662,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5663,5663,5663,0,1000000,0,0,0,,0,3,0,,0,,5278,5663,1,754787.5404,243.5435181,8.87908E-06
5664,5664,5664,0,1000000,0,0,0,,0,3,0,,0,,5279,5664,1,754787.5404,243.5435181,8.87908E-06
5665,5665,5665,0,1000000,0,0,0,,0,3,0,,0,,5280,5665,1,754787.5404,243.5435181,8.87908E-06
5666,5666,5666,0,1000000,0,0,0,,0,3,0,,0,,5281,5666,1,754787.5404,243.5435181,8.87908E-06
5667,5667,5667,0,1000000,0,0,0,,0,3,0,,0,,5282,5667,1,754787.5404,243.5435333,8.87908E-06
5668,5668,5668,0,1000000,0,0,0,,0,3,0,,0,,5283,5668,2,1509575.081,243.5435257,8.87908E-06
5669,5669,5669,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5670,5670,5670,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5671,5671,5671,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5672,5672,5672,0,1000000,0,0,0,,0,3,0,,0,,5284,5672,1,754787.5404,6496.670898,0.000236855
5673,5673,5673,0,1000000,0,0,0,,0,3,0,,0,,5285,5673,1,754787.5404,6496.67041,0.000236855
5674,5674,5674,0,1000000,0,0,0,,0,3,0,,0,,5286,5674,1,754787.5404,6151.133789,0.000224257
5675,5675,5675,0,1000000,0,0,0,,0,3,0,,0,,5287,5675,1,754787.5404,1326.223755,4.83513E-05
5676,5676,5676,0,1000000,0,0,0,,0,3,0,,0,,5288,5676,1,754787.5404,1326.223755,4.83513E-05
5677,5677,5677,0,1000000,0,0,1,,0,2,2,,2,,5289,5677,2,1509575.081,1326.223877,4.83513E-05
5678,5678,5678,0,1000000,0,0,2,,0,2,2,,2,,5290,5678,1,754787.5404,1326.223877,4.83513E-05
5679,5679,5679,0,1000000,0,0,2,,0,2,2,,2,,5291,5679,1,754787.5404,1326.223755,4.83513E-05
5680,5680,5680,0,1000000,0,0,0,,0,3,0,,0,,5292,5680,1,754787.5404,1326.223755,4.83513E-05
5681,5681,5681,0,1000000,0,0,0,,0,3,0,,0,,5293,5681,1,754787.5404,1383.418091,5.04365E-05
5682,5682,5682,0,1000000,0,0,2,,0,2,2,,2,,5294,5682,1,754787.5404,1647.320923,6.00578E-05
5683,5683,5683,0,1000000,1,0,0,,0,3,3,,3,,5295,5683,1,754787.5404,1329.005859,4.84527E-05
5684,5684,5684,0,1000000,0,0,0,,0,3,0,,0,,5296,5684,2,1509575.081,1753.135132,6.39156E-05
5685,5685,5685,0,1000000,1,0,0,,0,3,3,,3,,5297,5685,1,754787.5404,1753.135132,6.39156E-05
5686,5686,5686,0,1000000,0,0,1,,0,2,2,,2,,5298,5686,1,754787.5404,1753.135254,6.39156E-05
5687,5687,5687,0,1000000,1,0,3,,0,2,2,,2,,5299,5687,1,754787.5404,1753.135254,6.39156E-05
5688,5688,5688,0,1000000,0,0,0,,0,3,0,,0,,5300,5688,1,754787.5404,1753.135132,6.39156E-05
5689,5689,5689,0,1000000,0,0,0,,0,3,0,,0,,5301,5689,1,754787.5404,1753.135254,6.39156E-05
5690,5690,5690,0,1000000,0,0,1,,0,2,2,,2,,5302,5690,2,1509575.081,3529.241699,0.000128669
5691,5691,5691,0,1000000,21,0,3,,0,3,3,,3,,5303,5691,1,754787.5404,3821.158203,0.000139311
5692,5692,5692,0,1000000,9,0,3,,0,3,3,,3,,5304,5692,1,754787.5404,3821.158203,0.000139311
5693,5693,5693,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5694,5694,5694,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5695,5695,5695,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5696,5696,5696,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5697,5697,5697,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5698,5698,5698,0,1000000,0,0,0,,0,3,0,,0,,5305,5698,1,754787.5404,1042.196045,3.79962E-05
5699,5699,5699,0,1000000,0,0,0,,0,3,0,,0,,5306,5699,1,754787.5404,1042.196045,3.79962E-05
5700,5700,5700,0,1000000,0,0,0,,0,3,0,,0,,5307,5700,1,754787.5404,1042.196045,3.79962E-05
5701,5701,5701,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5702,5702,5702,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5703,5703,5703,0,1000000,0,0,0,,0,3,0,,0,,5308,5703,1,754787.5404,1042.196045,3.79962E-05
5704,5704,5704,0,1000000,0,0,0,,0,3,0,,0,,5309,5704,1,754787.5404,1042.195923,3.79962E-05
5705,5705,5705,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5706,5706,5706,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5707,5707,5707,0,1000000,0,0,0,,0,3,0,,0,,5310,5707,1,754787.5404,243.5435028,8.87908E-06
5708,5708,5708,0,1000000,0,0,0,,0,3,0,,0,,5311,5708,1,754787.5404,243.5435028,8.87908E-06
5709,5709,5709,0,1000000,0,0,0,,0,3,0,,0,,5312,5709,1,754787.5404,243.5435028,8.87908E-06
5710,5710,5710,0,1000000,0,0,0,,0,3,0,,0,,5313,5710,1,754787.5404,243.5435333,8.87908E-06
5711,5711,5711,0,1000000,0,0,0,,0,3,0,,0,,5314,5711,1,754787.5404,243.5435028,8.87908E-06
5712,5712,5712,0,1000000,0,0,0,,0,3,0,,0,,5315,5712,1,754787.5404,243.5435333,8.87908E-06
5713,5713,5713,0,1000000,0,0,0,,0,3,0,,0,,5316,5713,1,754787.5404,243.5435028,8.87908E-06
5714,5714,5714,0,1000000,1,0,0,,0,3,3,,3,,5317,5714,2,1509575.081,243.5435333,8.87908E-06
5715,5715,5715,0,1000000,0,0,0,,0,3,0,,0,,5318,5715,1,754787.5404,243.5435028,8.87908E-06
5716,5716,5716,0,1000000,0,0,0,,0,3,0,,0,,5319,5716,1,754787.5404,243.5435333,8.87908E-06
5717,5717,5717,0,1000000,0,0,0,,0,3,0,,0,,5320,5717,1,754787.5404,243.5435181,8.87908E-06
5718,5718,5718,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5719,5719,5719,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5720,5720,5720,0,1000000,0,0,0,,0,3,0,,0,,5321,5720,1,754787.5404,5502.541992,0.000200611
5721,5721,5721,0,1000000,0,0,0,,0,3,0,,0,,5322,5721,1,754787.5404,1402.051514,5.11158E-05
5722,5722,5722,0,1000000,0,0,0,,0,3,0,,0,,5323,5722,1,754787.5404,1326.223877,4.83513E-05
5723,5723,5723,0,1000000,7,1,4,,1,1,1,,1,,5324,5723,1,754787.5404,1326.223755,4.83513E-05
5724,5724,5724,0,1000000,0,0,0,,0,3,0,,0,,5325,5724,2,1509575.081,1326.223816,4.83513E-05
5725,5725,5725,0,1000000,0,0,0,,0,3,0,,0,,5326,5725,1,754787.5404,1326.223877,4.83513E-05
5726,5726,5726,0,1000000,0,0,0,,0,3,0,,0,,5327,5726,1,754787.5404,1326.223877,4.83513E-05
5727,5727,5727,0,1000000,1,0,3,,0,2,2,,2,,5328,5727,1,754787.5404,1326.223877,4.83513E-05
5728,5728,5728,0,1000000,1,0,1,,0,3,3,,3,,5329,5728,1,754787.5404,1326.223877,4.83513E-05
5729,5729,5729,0,1000000,0,0,0,,0,3,0,,0,,5330,5729,1,754787.5404,1326.223877,4.83513E-05
5730,5730,5730,0,1000000,0,0,1,,0,2,2,,2,,5331,5730,1,754787.5404,1326.223877,4.83513E-05
5731,5731,5731,0,1000000,1,0,4,,0,2,2,,2,,5332,5731,2,1509575.081,1753.135254,6.39156E-05
5732,5732,5732,0,1000000,0,0,0,,0,3,0,,0,,5333,5732,1,754787.5404,1753.135132,6.39156E-05
5733,5733,5733,0,1000000,1,0,2,,0,2,2,,2,,5334,5733,1,754787.5404,1753.135254,6.39156E-05
5734,5734,5734,0,1000000,1,0,1,,0,3,3,,3,,5335,5734,1,754787.5404,1753.135132,6.39156E-05
5735,5735,5735,0,1000000,0,0,0,,0,3,0,,0,,5336,5735,1,754787.5404,1753.135132,6.39156E-05
5736,5736,5736,0,1000000,1,0,0,,0,3,3,,3,,5337,5736,1,754787.5404,1753.135254,6.39156E-05
5737,5737,5737,0,1000000,0,0,0,,0,3,0,,0,,5338,5737,2,1509575.081,2318.806152,8.45387E-05
5738,5738,5738,0,1000000,0,0,2,,0,2,2,,2,,5339,5738,1,754787.5404,3821.158203,0.000139311
5739,5739,5739,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5740,5740,5740,0,1000000,0,0,0,,0,3,0,,0,,5340,5740,1,754787.5404,3821.158203,0.000139311
5741,5741,5741,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5742,5742,5742,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5743,5743,5743,0,1000000,0,0,0,,0,3,0,,0,,5341,5743,1,754787.5404,1042.196045,3.79962E-05
5744,5744,5744,0,1000000,0,0,0,,0,3,0,,0,,5342,5744,1,754787.5404,1042.196045,3.79962E-05
5745,5745,5745,0,1000000,0,0,0,,0,3,0,,0,,5343,5745,1,754787.5404,1042.196045,3.79962E-05
5746,5746,5746,0,1000000,0,0,0,,0,3,0,,0,,5344,5746,1,754787.5404,1042.196045,3.79962E-05
5747,5747,5747,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5748,5748,5748,0,1000000,0,0,0,,0,3,0,,0,,5345,5748,1,754787.5404,1042.195923,3.79962E-05
5749,5749,5749,0,1000000,0,0,0,,0,3,0,,0,,5346,5749,1,754787.5404,1042.196045,3.79962E-05
5750,5750,5750,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5751,5751,5751,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5752,5752,5752,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5753,5753,5753,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5754,5754,5754,0,1000000,0,0,0,,0,3,0,,0,,5347,5754,2,1509575.081,243.5435181,8.87908E-06
5755,5755,5755,0,1000000,1,0,0,,0,3,3,,3,,5348,5755,1,754787.5404,243.5435181,8.87908E-06
5756,5756,5756,0,1000000,2,0,0,,0,3,3,,3,,5349,5756,1,754787.5404,243.5435181,8.87908E-06
5757,5757,5757,0,1000000,1,0,0,,0,3,3,,3,,5350,5757,1,754787.5404,243.5435181,8.87908E-06
5758,5758,5758,0,1000000,0,0,0,,0,3,0,,0,,5351,5758,1,754787.5404,243.5435181,8.87908E-06
5759,5759,5759,0,1000000,0,0,0,,0,3,0,,0,,5352,5759,1,754787.5404,243.5435181,8.87908E-06
5760,5760,5760,0,1000000,0,0,0,,0,3,0,,0,,5353,5760,1,754787.5404,243.5435181,8.87908E-06
5761,5761,5761,0,1000000,0,0,0,,0,3,0,,0,,5354,5761,2,1509575.081,243.5435181,8.87908E-06
5762,5762,5762,0,1000000,0,0,0,,0,3,0,,0,,5355,5762,1,754787.5404,243.5435181,8.87908E-06
5763,5763,5763,0,1000000,0,0,0,,0,3,0,,0,,5356,5763,1,754787.5404,243.5435181,8.87908E-06
5764,5764,5764,0,1000000,0,0,0,,0,3,0,,0,,5357,5764,1,754787.5404,243.5435181,8.87908E-06
5765,5765,5765,0,1000000,0,0,0,,0,3,0,,0,,5358,5765,1,754787.5404,243.5435333,8.87908E-06
5766,5766,5766,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5767,5767,5767,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5768,5768,5768,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5769,5769,5769,0,1000000,0,0,0,,0,3,0,,0,,5359,5769,1,754787.5404,1326.223755,4.83513E-05
5770,5770,5770,0,1000000,0,0,0,,0,3,0,,0,,5360,5770,1,754787.5404,1313.277466,4.78793E-05
5771,5771,5771,0,1000000,0,0,0,,0,3,0,,0,,5361,5771,1,754787.5404,1211.441772,4.41666E-05
5772,5772,5772,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5773,5773,5773,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5774,5774,5774,0,1000000,2,0,0,,0,3,3,,3,,5362,5774,1,754787.5404,1326.223877,4.83513E-05
5775,5775,5775,0,1000000,0,0,1,,0,2,2,,2,,5363,5775,1,754787.5404,1326.223877,4.83513E-05
5776,5776,5776,0,1000000,0,0,0,,0,3,0,,0,,5364,5776,1,754787.5404,1326.223877,4.83513E-05
5777,5777,5777,0,1000000,0,0,0,,0,3,0,,0,,5365,5777,1,754787.5404,1506.572144,5.49264E-05
5778,5778,5778,0,1000000,7,0,3,,0,3,3,,3,,5366,5778,2,1509575.081,1753.135193,6.39156E-05
5779,5779,5779,0,1000000,2,0,0,,0,3,3,,3,,5367,5779,1,754787.5404,1753.135254,6.39156E-05
5780,5780,5780,0,1000000,0,0,0,,0,3,0,,0,,5368,5780,1,754787.5404,1753.135376,6.39156E-05
5781,5781,5781,0,1000000,0,0,0,,0,3,0,,0,,5369,5781,1,754787.5404,1753.135254,6.39156E-05
5782,5782,5782,0,1000000,0,0,0,,0,3,0,,0,,5370,5782,1,754787.5404,1753.135254,6.39156E-05
5783,5783,5783,0,1000000,0,0,0,,0,3,0,,0,,5371,5783,1,754787.5404,1753.135254,6.39156E-05
5784,5784,5784,0,1000000,0,0,1,,0,2,2,,2,,5372,5784,2,1509575.081,1798.614746,6.55737E-05
5785,5785,5785,0,1000000,0,0,0,,0,3,0,,0,,5373,5785,1,754787.5404,3821.158447,0.000139311
5786,5786,5786,0,1000000,0,0,0,,0,3,0,,0,,5374,5786,1,754787.5404,3821.158447,0.000139311
5787,5787,5787,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5788,5788,5788,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5789,5789,5789,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5790,5790,5790,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5791,5791,5791,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5792,5792,5792,0,1000000,0,0,0,,0,3,0,,0,,5375,5792,1,754787.5404,1042.196045,3.79962E-05
5793,5793,5793,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5794,5794,5794,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5795,5795,5795,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5796,5796,5796,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5797,5797,5797,0,1000000,0,0,0,,0,3,0,,0,,5376,5797,2,1509575.081,1042.196045,3.79962E-05
5798,5798,5798,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5799,5799,5799,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5800,5800,5800,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5801,5801,5801,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5802,5802,5802,0,1000000,0,0,0,,0,3,0,,0,,5377,5802,1,754787.5404,243.5435181,8.87908E-06
5803,5803,5803,0,1000000,0,0,0,,0,3,0,,0,,5378,5803,1,754787.5404,243.5435181,8.87908E-06
5804,5804,5804,0,1000000,2,0,0,,0,3,3,,3,,5379,5804,2,1509575.081,243.5435257,8.87908E-06
5805,5805,5805,0,1000000,1,0,0,,0,3,3,,3,,5380,5805,1,754787.5404,243.5435333,8.87908E-06
5806,5806,5806,0,1000000,0,0,2,,0,2,2,,2,,5381,5806,1,754787.5404,243.5435181,8.87908E-06
5807,5807,5807,0,1000000,0,0,0,,0,3,0,,0,,5382,5807,1,754787.5404,243.5435333,8.87908E-06
5808,5808,5808,0,1000000,0,0,0,,0,3,0,,0,,5383,5808,1,754787.5404,243.5435181,8.87908E-06
5809,5809,5809,0,1000000,0,0,0,,0,3,0,,0,,5384,5809,1,754787.5404,243.5435333,8.87908E-06
5810,5810,5810,0,1000000,0,0,0,,0,3,0,,0,,5385,5810,1,754787.5404,243.5435181,8.87908E-06
5811,5811,5811,0,1000000,0,0,0,,0,3,0,,0,,5386,5811,2,1509575.081,243.5435333,8.87908E-06
5812,5812,5812,0,1000000,0,0,0,,0,3,0,,0,,5387,5812,1,754787.5404,243.5435181,8.87908E-06
5813,5813,5813,0,1000000,0,0,0,,0,3,0,,0,,5388,5813,1,754787.5404,243.5435333,8.87908E-06
5814,5814,5814,0,1000000,0,0,0,,0,3,0,,0,,5389,5814,1,754787.5404,243.5435181,8.87908E-06
5815,5815,5815,0,1000000,0,0,0,,0,3,0,,0,,5390,5815,1,754787.5404,243.5435333,8.87908E-06
5816,5816,5816,0,1000000,0,0,0,,0,3,0,,0,,5391,5816,1,754787.5404,243.5435181,8.87908E-06
5817,5817,5817,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5818,5818,5818,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5819,5819,5819,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5820,5820,5820,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5821,5821,5821,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5822,5822,5822,0,1000000,0,0,1,,0,2,2,,2,,0,0,0,0,0,0
5823,5823,5823,0,1000000,2,0,0,,0,3,3,,3,,0,0,0,0,0,0
5824,5824,5824,0,1000000,1,0,0,,0,3,3,,3,,0,0,0,0,0,0
5825,5825,5825,0,1000000,3,0,0,,0,3,3,,3,,5392,5825,4,3019150.162,1753.135223,6.39156E-05
5826,5826,5826,0,1000000,5,0,3,,0,3,3,,3,,5393,5826,2,1509575.081,1753.135254,6.39156E-05
5827,5827,5827,0,1000000,5,2,4,,1,1,1,,1,,5394,5827,2,1509575.081,1753.135193,6.39156E-05
5828,5828,5828,0,1000000,1,0,0,,0,3,3,,3,,5395,5828,1,754787.5404,1753.135254,6.39156E-05
5829,5829,5829,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5830,5830,5830,0,1000000,1,0,0,,0,3,3,,3,,0,0,0,0,0,0
5831,5831,5831,0,1000000,0,0,0,,0,3,0,,0,,5396,5831,1,754787.5404,1753.135132,6.39156E-05
5832,5832,5832,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5833,5833,5833,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5834,5834,5834,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5835,5835,5835,0,1000000,0,0,0,,0,3,0,,0,,5397,5835,1,754787.5404,893.7072754,3.25827E-05
5836,5836,5836,0,1000000,0,0,0,,0,3,0,,0,,5398,5836,1,754787.5404,771.2369385,2.81177E-05
5837,5837,5837,0,1000000,0,0,0,,0,3,0,,0,,5399,5837,2,1509575.081,906.7164307,3.3057E-05
5838,5838,5838,0,1000000,0,0,0,,0,3,0,,0,,5400,5838,2,1509575.081,1042.196045,3.79962E-05
5839,5839,5839,0,1000000,0,0,0,,0,3,0,,0,,5401,5839,2,1509575.081,1042.196045,3.79962E-05
5840,5840,5840,0,1000000,0,0,0,,0,3,0,,0,,5402,5840,1,754787.5404,1042.196045,3.79962E-05
5841,5841,5841,0,1000000,0,0,0,,0,3,0,,0,,5403,5841,1,754787.5404,1042.196045,3.79962E-05
5842,5842,5842,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5843,5843,5843,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5844,5844,5844,0,1000000,0,0,0,,0,3,0,,0,,5404,5844,1,754787.5404,1042.196045,3.79962E-05
5845,5845,5845,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5846,5846,5846,0,1000000,0,0,0,,0,3,0,,0,,5405,5846,1,754787.5404,854.3779907,3.11488E-05
5847,5847,5847,0,1000000,0,0,0,,0,3,0,,0,,5406,5847,1,754787.5404,633.5967407,2.30996E-05
5848,5848,5848,0,1000000,0,0,0,,0,3,0,,0,,5407,5848,2,1509575.081,243.5435181,8.87908E-06
5849,5849,5849,0,1000000,0,0,0,,0,3,0,,0,,5408,5849,2,1509575.081,243.5435333,8.87908E-06
5850,5850,5850,0,1000000,0,0,0,,0,3,0,,0,,5409,5850,2,1509575.081,243.5435257,8.87908E-06
5851,5851,5851,0,1000000,0,0,1,,0,2,2,,2,,5410,5851,2,1509575.081,243.5435181,8.87908E-06
5852,5852,5852,0,1000000,0,0,0,,0,3,0,,0,,5411,5852,4,3019150.162,243.5435257,8.87908E-06
5853,5853,5853,0,1000000,0,0,0,,0,3,0,,0,,5412,5853,2,1509575.081,243.5435104,8.87908E-06
5854,5854,5854,0,1000000,1,0,0,,0,3,3,,3,,5413,5854,2,1509575.081,243.5435257,8.87908E-06
5855,5855,5855,0,1000000,0,0,0,,0,3,0,,0,,5414,5855,2,1509575.081,243.5435257,8.87908E-06
5856,5856,5856,0,1000000,0,0,0,,0,3,0,,0,,5415,5856,2,1509575.081,243.5435257,8.87908E-06
5857,5857,5857,0,1000000,0,0,0,,0,3,0,,0,,5416,5857,2,1509575.081,243.5435257,8.87908E-06
5858,5858,5858,0,1000000,0,0,0,,0,3,0,,0,,5417,5858,2,1509575.081,243.5435181,8.87908E-06
5859,5859,5859,0,1000000,0,0,0,,0,3,0,,0,,5418,5859,4,3019150.162,243.5435295,8.87908E-06
5860,5860,5860,0,1000000,0,0,0,,0,3,0,,0,,5419,5860,2,1509575.081,243.5435181,8.87908E-06
5861,5861,5861,0,1000000,0,0,0,,0,3,0,,0,,5420,5861,2,1509575.081,243.5435181,8.87908E-06
5862,5862,5862,0,1000000,0,0,0,,0,3,0,,0,,5421,5862,2,1509575.081,243.5435257,8.87908E-06
5863,5863,5863,0,1000000,0,0,0,,0,3,0,,0,,5422,5863,2,1509575.081,243.5435181,8.87908E-06
5864,5864,5864,0,1000000,0,0,0,,0,3,0,,0,,5423,5864,2,1509575.081,243.5435257,8.87908E-06
5865,5865,5865,0,1000000,0,0,0,,0,3,0,,0,,5424,5865,3,2264362.621,243.5435232,8.87908E-06
5866,5866,5866,0,1000000,0,0,0,,0,3,0,,0,,5425,5866,1,754787.5404,243.5435181,8.87908E-06
5867,5867,5867,0,1000000,0,0,1,,0,2,2,,2,,0,0,0,0,0,0
5868,5868,5868,0,1000000,1,0,0,,0,3,3,,3,,5426,5868,1,754787.5404,892.0274658,3.25214E-05
5869,5869,5869,0,1000000,2,0,0,,0,3,3,,3,,0,0,0,0,0,0
5870,5870,5870,0,1000000,0,0,3,,0,2,2,,2,,5427,5870,1,754787.5404,1753.135132,6.39156E-05
5871,5871,5871,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5872,5872,5872,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5873,5873,5873,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5874,5874,5874,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5875,5875,5875,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5876,5876,5876,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5877,5877,5877,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
5878,5878,5878,0,1000000,0,0,0,,0,3,0,,0,,5428,5878,1,754787.5404,771.2369385,2.81177E-05
5879,5879,5879,0,1000000,0,0,0,,0,3,0,,0,,5429,5879,1,754787.5404,771.2369385,2.81177E-05
